months_as_customer,age,policy_deductable,policy_annual_premium,insured_zip,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
123,28,2000,1836.02,470559,38000,-41200,5,1,2,1,79800,13300,6650,59850,2011,-2.0715839984306057,0.1764734794170847,0.25467806364343865,0.7049192418229899,0.3451192397800885,-0.18964786092554664,0.45222433030747067,-0.5506332825584062,-0.08999754427855262,0.01776483643603891,0.754678390790505,0.11874253283469817,-0.08497581650937852,-0.0625363545973738,-0.14474519089691407,0.8504599093267804,-0.3240354031463951
265,45,500,972.5,469895,0,0,3,1,2,3,3190,290,580,2320,1995,-1.7457830095727387,0.026620192365125632,0.5046653032596791,-0.2829771790447334,0.2662951100498644,0.30732799672341293,-0.3600559901692383,0.031100674794075956,0.21197608670853302,-0.41110603787346184,-0.16516913560184907,-0.29865229324737697,-0.5445095301786065,-0.3348722800161587,0.042096819503723286,-0.47130046827143735,0.10070918679925239
207,42,2000,1322.78,453277,55200,0,9,1,0,1,5900,590,590,4720,2007,-1.7693348882853546,0.2128948702072181,0.15417019949625924,0.21523087777383348,0.12616227453561354,0.14362204782639756,0.00510483688296241,-0.18882981959309722,0.3943115656297804,-0.10631857756772804,0.5427816903953754,0.5360184467680742,0.06652349410370931,-0.30197203504365516,-0.3500952810009588,-0.3536932325548324,-0.030111053454998427
310,48,500,1516.34,474167,11000,0,11,4,0,2,59400,13200,6600,39600,1996,-2.201609995489846,-0.5175523163495643,-0.5122770310867184,-0.43650161358628026,-0.3258096013004575,-0.08583949714704453,-0.04535383940229761,0.28823939126482995,-0.6703233743395179,0.14899765157158093,-0.13822245072864453,-0.27697944576561423,0.052073986990703536,0.09054265850944002,-0.30138280417498486,0.6256744591175694,-0.23235690984788648
41,25,1000,1226.83,607763,0,-56100,12,3,2,0,45120,0,5640,39480,2011,-2.15352490978492,-0.40873542750927394,-0.34559789800617596,-0.5675171258617092,0.18945671695724695,-0.21090411126878764,-0.47563705440664616,0.4589231009071196,-0.6432294139415815,-0.01602817488031557,-0.16020845356521338,-0.04825660584423637,0.011773583082054506,-0.09300661371459856,-0.06965506513842037,0.08673242473341478,0.0551245357770077
176,39,500,1365.46,466634,0,-56600,14,3,2,1,44280,4920,4920,34440,2008,-1.8031907139347403,-0.1770223437868718,0.2067756744551583,0.018116943211508772,-0.4258911210901158,0.39720716255973815,0.060999455444454856,-0.36519900142604184,0.22466253984014062,0.8171699856721767,-0.3230139353347201,-0.13460916979386553,-0.0859573010423017,0.06691149364620526,0.2288961232691917,-0.4729146476889923,0.3048369842178046
295,46,500,1672.88,478947,0,0,5,1,1,1,60700,12140,6070,42490,1997,-2.1967033540913845,-0.6016980236297723,-0.04625286891129902,-0.4154059096103183,0.47262821387255344,-0.19017921070918875,0.012610182189702857,0.19292162679425034,-0.020518503939760385,-0.27475169911438824,0.25086074690380405,-0.5834748930342009,-0.0920732678030214,0.8060938503173796,0.1448864669416279,-0.07331624594074407,-0.04483451106105113
178,38,500,1381.14,472253,0,0,10,3,0,3,57200,5200,10400,41600,2011,-2.203572652049231,-0.12892116246014737,0.46478440183548103,0.16140721673416225,0.06094403830787072,-0.06835246250955042,0.17083001737104844,0.3605248651804963,-0.07701876005649913,0.2897865582035883,0.403712432818511,0.015377560514315795,0.4267586419839304,-0.33264325078365947,0.16238983770273363,-0.6457623203893732,-0.03119230098726261
36,37,1000,1115.81,618926,0,-59800,20,3,1,3,48780,5420,10840,32520,2008,-2.2379191418384643,0.000945083601271894,0.6284008508232299,-0.09228780220451926,0.3975024225908066,-0.2220390564193341,0.003729819175694058,0.38831047321206624,0.15681134777837838,0.42691745143246596,0.4964888673089112,0.16559049069395865,0.4793881346008838,-0.14634778591307163,0.20260112446569503,-0.4846382120172126,-0.020337427894794737
246,44,1000,1397.0,614521,0,0,6,1,1,0,61740,6860,6860,48020,1997,-2.232521836300156,0.12967732140649063,0.10164510754739818,0.35028774748625857,0.17013706484639937,0.2951099473369715,0.03589845983286096,0.22438005478751272,0.7541344952662234,-0.10161557667195514,-0.4566799062227592,-0.04012208293895479,-0.09164551467868506,0.37686398334561155,0.16117681591571034,-0.2843059871905792,-0.42293932933959605
152,30,500,1448.54,618682,58600,0,9,1,1,1,84590,7690,7690,69210,2000,-2.0750186474095296,-0.5793769185569955,-0.21127178579794723,-0.41678985946402314,0.4056287777760649,-0.155170064725311,-0.19221955261551668,0.06108484656956101,-0.2628297081630022,-0.22702571694106408,0.215927374274109,-0.2895088171731971,-0.39130458364650955,0.09945480027575354,-0.24613934294486653,0.5322426252419642,-0.018560713537141685
137,30,500,1039.55,466393,55600,-59700,4,3,2,1,74030,6730,13460,53840,2005,-2.162847528441997,0.5799716363837909,-0.09743544060512221,0.31632719752156424,0.1902905980831021,0.09994927057055546,-0.14353616410407638,-0.17635109916463867,-0.03721095901998161,0.2516517728904696,0.1643260661930515,0.6249019806629441,0.4594305802823201,-0.4597120772886418,-0.6022746296887463,-0.20113772523177315,0.3494640839474655
271,42,500,1515.3,603248,0,0,21,3,1,0,93720,17040,8520,68160,2005,-2.2070073010281543,0.062424235475971195,0.33028829068012827,-0.3408208047676916,-0.032141320176091226,-0.1642123104337163,0.15468732880141797,0.2762965804735617,-0.18587192148003487,0.2983096605650494,0.12445330118912029,0.24442422856401805,0.6487191564766783,-0.7123589274960833,0.03538379625160093,-0.41485932464884934,-0.41025979584203576
447,61,2000,1137.16,615561,0,-51000,21,3,1,2,114920,17680,17680,79560,2006,-2.1824740940358454,0.05038249410070798,0.47284770720756086,-0.005670799400930997,0.15124699869409583,-0.042098802137380625,-0.008129801349549569,0.2745744098102606,-0.5968420748794279,-0.10920208533262814,-0.05693039531857027,-0.44344382247105774,-0.21149457975493643,0.2609079545784981,0.06094044252245276,-0.12744732763383992,0.24757160640985618
409,57,1000,1191.8,435299,55600,0,19,1,1,0,73320,6110,12220,54990,2012,-1.7536336358102753,-0.8242430098339878,-0.3745875977017357,-0.2528553124779799,-0.608112528991893,-0.08191153863863944,0.018621994620221145,-0.13997206669401857,0.282984676052197,0.23431465237272125,0.28168541668258695,0.2416811894236055,-0.7193398818499219,0.6089965552846195,-0.21070018688973455,-0.14552284515265523,-0.3220566961609499
339,49,2000,1570.77,441142,98800,-65300,13,1,0,3,6820,1240,620,4960,2009,-1.9175154585189034,-0.30625055643466625,-0.7085214985130946,0.21482879533506302,0.18775749496393654,0.4352614636476496,-0.009914385210592885,-0.1518791689012946,0.38017639243784807,-0.31030435183052785,-0.014552906419287028,0.2761141322101683,-0.15021351065374747,0.34167234615340286,-0.45437909900137413,-0.07927305240658569,0.3437691804054482
106,30,500,538.17,433782,49700,-60200,23,1,2,2,51120,5680,5680,39760,2005,-2.1289917027926104,-0.025284713934129514,0.4951052802786105,-0.2622131308119491,0.2531768120419852,0.07543702458903587,-0.14825697692766507,0.45030871938958944,0.31444838149718535,-0.26684667347047497,-0.4748372196983719,-0.25240403358249963,-0.11619584662626625,-0.24965799253732407,0.19694492273514586,-0.5333947221029246,-0.7633166161840141
37,23,500,1475.93,441648,0,-67400,17,3,1,0,51660,5740,5740,40180,2010,-2.2187832403844627,0.007552732247842479,0.2644789805750299,-0.018606346435919404,0.03433311910250482,-0.07815287878270318,-0.03509012437616866,0.8852513392609176,-0.2210015757397087,0.17071705850426142,0.22713964693025102,-0.013148888072619403,0.40547737901325726,-0.31971353357085797,-0.06941602074959641,0.06908486299522196,-0.05951704316738926
78,31,1000,1554.64,457535,0,-27900,21,1,1,0,55660,5060,10120,40480,2009,-1.7133991763428877,-0.6364364351277509,-0.49916593732321185,-0.2052391601939541,-0.1193235267379472,0.15991862798253847,-0.13491470723250948,-0.5263536242867048,0.1521381239497694,0.1336109198477807,-0.030439135776415896,0.12227427705937322,-0.26765545394678314,0.2792514858272495,-0.3742260395782972,-0.06972086406227035,0.05561388779535531
298,45,1000,1362.29,442598,0,-51100,18,3,0,0,64000,12800,6400,44800,1999,-2.170698154679536,0.07946938279958182,0.19775167396540425,0.35588452146840155,0.22908277823820422,0.03129688970594905,0.23361590306929883,-0.09457359342866889,0.4137540533265002,0.33144934904283285,0.428120495059728,0.46705999688963423,0.4825455670430435,-0.10155901561518121,-0.39553887632789314,-0.41847952551086687,0.02676515803931756
0,32,1000,1377.04,441363,61400,-41100,6,4,1,1,39720,6620,6620,26480,2002,-2.2099512858672314,0.33503529480607325,-0.03505078190490382,0.4689349180088268,-0.17743160619397821,0.31335812020239423,0.05356969321115615,-0.15252412637112256,0.40697387217629727,0.10976211633333074,-0.3630450438426906,0.21963012926636233,0.27884617256062805,0.5786236914481043,0.3782527496921353,-0.05809116535059421,0.059990317854790864
247,39,500,1558.29,456781,0,-49300,5,1,1,2,7700,770,1540,5390,2000,-1.8812063121702858,-0.3785036927785391,-0.3835951456746921,-0.41414312111660245,0.16326826095970665,0.025879506244394543,-0.2753323700614281,0.1815967886380263,-0.23306544062961712,-0.16259649342766988,-0.027451495834310762,-0.1986204756415229,-0.2524035641411239,0.18547019286832933,-0.3766736707525704,0.10496228345406411,0.1467016913105692
3,29,500,995.7,615446,0,0,3,1,2,1,5000,500,1000,3500,2008,-1.455309838783793,0.12656640634336047,0.17559370527910284,-0.34619437238967743,-0.6014830085106244,0.04157875807614137,-0.08513301607577442,-0.07149656184643909,-0.23041843795514175,0.19554731469000342,0.025702396671099803,-0.4888694837539562,-0.20770541152824132,-0.7650893800447537,-0.5303730135360789,0.46048268972581763,-0.23390969994069705
92,32,500,1592.41,474324,58900,-29100,22,1,2,3,53400,5340,5340,42720,1996,-2.144202291127841,0.7194104804020499,-0.28017782584720247,0.5473947806275954,-0.039697314441430424,-0.3441730015909659,0.1447588269357846,-0.43961886968250646,0.40205523050012776,-0.12218627763750482,0.2422269016073385,0.6513880078133801,0.4027581863095361,-0.2872941833454253,0.08723737228685144,0.21358148090326598,-0.3896715860398242
269,41,500,1463.82,448984,0,-72300,23,1,0,0,79300,15860,15860,47580,2007,-2.2295778514610793,-0.3781652440673139,-0.579145224514809,-0.20763795809238683,-0.14024415052378278,0.04227108411617773,0.05858624351859988,0.39838246460364063,-0.288367445621196,-0.2596493014561438,-0.36213928547908625,-0.6352025971996608,-0.1470169578262289,0.2760763104002675,-0.44377255990714193,0.4501531696558757,0.1662125277999611
210,35,1000,1346.27,468508,44900,-91400,11,1,0,2,58200,5820,5820,46560,2013,-2.1010238468213775,0.39058932151193465,-0.00933571210741153,0.332834341433721,0.13824459530596647,0.07596565076452949,0.023247642156253395,-0.3092107087667457,0.5548764502346961,0.03349305491447264,0.266985134746105,0.6759802457020676,0.21267164442556602,-0.6548865396751263,-0.5340250029119754,-0.0661331902051106,-0.14225161846599704
245,40,500,885.08,459984,27000,-58900,0,1,0,1,85150,13100,13100,58950,1998,-2.125066389673841,-0.2889158411447551,-0.4129714224537096,-0.4082288817291533,0.3359137397490424,0.035378142819864886,-0.28131507848135234,0.26105215423670075,-0.08519648295580426,-0.3253894276709918,-0.1544237874680165,0.021219145212195208,0.10013840764605589,0.19091619519742742,-0.5471428144453754,-0.09396300237459891,0.2357633266340543
144,36,2000,1255.68,466303,23600,-15600,7,1,0,0,7400,740,1480,5180,2014,-1.537250750138107,-0.8035176495793713,-0.13637638624112478,-0.8269794994633825,-0.3754933349831991,0.1413028743678767,-0.11683649785381862,0.3495752823998415,0.05625887147929179,-0.05799399728629502,0.0780472109268967,0.03270093342957635,-0.6046964962642415,0.06333285434638695,0.6350102316115728,-0.388942377863012,0.5955314434486224
328,49,500,1434.51,460535,0,0,19,1,0,2,71440,8930,8930,53580,2005,-2.2251618742024637,0.307251121906814,0.34355211672577685,0.335868197968311,0.040913069283576006,-0.15554532428924553,0.12670207097600764,-0.2155860229598601,-0.008585092904103133,-0.23226639903084953,-0.24838279738944805,-0.594836626742753,-0.35762023574093377,0.3328144786487695,0.4297741298631815,0.01955031807644425,-0.42407286001410904
260,43,500,982.22,604279,54500,-72100,18,1,1,0,75400,15080,7540,52780,2011,-2.1780581167772293,-0.263767984466861,-0.33572530946306667,-0.42585184609734494,0.357279209024447,-0.39090267717175003,-0.15761744762529128,-0.17740629350767523,-0.20245600733148109,-0.6319981491262591,0.0178928710203749,-0.41964022897598097,-0.14534393871052556,0.4082372766464984,-0.21627085068604268,0.3516574945468933,-0.19209993002029258
9,30,1000,1073.83,438877,0,0,12,1,0,0,85690,15580,15580,54530,2011,-2.2506764094744645,0.42660263502197404,0.20927170788798566,-0.12616145317446764,-0.040402598960286515,-0.548987455228595,0.004281008869126051,0.09759826560884878,-0.2592439689771555,-0.06619290163125625,0.07067375020673157,-0.4045439199015308,0.1359550852277623,-0.40262677836682215,0.06009174503746623,0.38782502783930317,-0.6828244995208348
222,38,2000,1157.97,433853,0,-64500,20,1,2,2,60480,6720,6720,47040,2001,-2.1726608112389205,0.007635722334221724,-0.7576887909424198,0.13809374549401818,0.10300090476314197,-0.47408564886832605,0.03904375393966916,-0.642841274565162,0.0962395558698648,-0.4793266215249789,0.16865653397205302,0.2680832668915881,-0.1415990385929115,0.5176471865133976,-0.1390857103173127,0.6397379686465591,-0.39344498115790155
261,45,1000,1254.18,457555,0,-45100,16,1,0,1,62590,11380,11380,39830,2003,-2.223199217643079,0.07889179263966997,0.27996927911599967,0.2855901690838977,-0.1102874418016337,-0.014855886080039212,0.35613959129281314,0.3880728842126933,-0.09687463253099848,-0.08219880396234353,0.39551079057594485,-0.5870260944478161,0.1584994245767124,0.15638250505435325,-0.0676604771342594,0.2753199565109936,0.14354484920723437
146,31,2000,1082.72,478661,61400,-57500,3,1,2,0,5220,580,580,4060,2015,-1.9567685897065992,0.18556895941022652,0.3217570841259948,0.07920308496747487,0.2056850943050679,0.46598465907819336,-0.1311423404559678,0.553304199556117,0.30902773323574817,-0.32397729530871894,-0.47008400609964796,-0.6007500138927913,-0.4432972082816045,0.25561079578424706,-0.1210860048085713,-0.1516371771259124,0.37268958129603175
98,26,2000,1082.1,477268,0,-30900,13,2,0,1,65430,14540,7270,43620,2001,-2.1731514753787664,0.119805294214714,-1.0438689530964762,0.13946653186386512,-0.11747093737232471,-0.1342471949151108,-0.026681195546630662,-0.39162158262217345,-0.18921708526373396,-0.156274396882139,-0.11400608332371266,0.8738805431523293,0.4774660886146721,0.17801574358699657,-0.21396133762491215,0.019531435435725886,0.11897123394625478
124,32,1000,1310.71,469875,29300,0,23,1,0,1,57700,5770,5770,46160,2003,-2.1388049855895344,-0.4945095508531474,-0.018292874666745798,-0.49433216536782787,0.5102165163323138,-0.3222392873447458,-0.288852832118232,-0.05376157268069899,0.3359300485951495,-0.27349265890229923,0.21360553171294902,0.045408451814592965,-0.028546858980665085,0.3965252898555521,0.19886958466929333,-0.11738465396098405,-0.29874503499400895
194,34,500,1429.96,463307,67800,0,11,3,1,2,57200,11440,5720,40040,2005,-2.2241805459227706,-0.16862654911503053,0.5021715974034028,0.2491790433179828,-0.02876331252004267,-0.22703812363530762,0.5341850328349668,0.19482587004731367,0.11701136963551122,0.025715629996505923,0.6302811492285515,0.16165628628197617,0.5910306407664818,-0.15317818208100287,0.24886147267400174,-0.725380846010538,0.05427303528052688
313,47,1000,1556.17,463835,63900,-53300,20,1,1,3,40260,3660,7320,29280,1996,-2.092191892304146,-0.07843266827858573,-0.9982190696625605,0.1514206581755527,-0.07443909967063211,-0.017270224336374915,-0.24806947397253198,-0.35079523455254463,0.34001323658653676,-0.48108799721865814,-0.1481401027191589,0.2769056810768384,-0.0376831563305778,0.45095166869829895,-0.5455497278030166,0.5140178073635214,0.07432547353363367
289,46,2000,1209.07,604138,0,0,18,1,0,1,56430,6270,6270,43890,1995,-2.075018647409529,0.043178635926426935,-0.03507437502688065,0.757720426872342,-0.006017497966720931,-0.09212560383678825,0.6921113367335663,0.16987484586958218,0.5213325237193597,0.02335672860058493,0.41662749123229015,-0.025306282738368262,0.19372857201225174,0.08452376312220955,-0.27052032227825584,0.7793878194714356,-0.4313372477945544
95,32,2000,1356.64,449352,67800,-48600,21,3,0,3,83160,15120,15120,52920,2003,-2.1697168263998434,-0.3410165799623126,-0.5959756555605751,0.0005852820936101209,-0.18865763423544063,-0.2882294037117764,0.18002383391786414,-0.04678472009270179,-0.21516314804262557,-0.008542402007453959,0.2527270121056783,0.587630791830528,0.25146333064273796,0.5249541251360939,-0.01340346355700106,0.32430245939451785,-0.050717535235290837
193,40,500,1155.38,604952,34200,-32300,6,1,0,0,63900,6390,6390,51120,2001,-2.2021006596296924,-0.37989196699442196,0.9335861346492801,0.3547465187617609,0.5826656666694712,-0.30904927979075103,0.5157049083225547,0.10591999922283139,0.09033277441735495,-0.03574638488913598,1.103593719871346,-0.49494710794662145,-0.37715655215314514,0.04013743061927874,0.3396142691807943,-0.14064248710368302,-0.07275764775831167
279,43,2000,1281.25,463583,0,0,13,1,0,1,57690,6410,12820,38460,2010,-2.1760954602178444,0.4714269373413038,-0.1411373695568625,0.5088383892709257,-0.1431907484997127,0.6019251650451479,-0.1218758194529833,-0.1597542534141269,0.3725576341432595,0.06954937426991807,-0.49755506624071966,0.04297919717641093,-0.27655386967723933,0.21977135551671095,0.5010761022388124,0.5812924550949405,0.4376755876089735
478,63,1000,1292.3,479724,47600,0,5,1,1,3,4700,940,470,3290,2007,-1.8586357617373603,0.19005863788167918,0.0791939220066643,0.46706603897633153,0.2815767250063316,0.11695229959832477,0.2055801277405129,0.5225570566487154,0.409042069441711,0.049202164609062876,0.15366502515487113,0.13861825189012839,0.298854849712759,0.108013015598472,-0.5457788070378696,-0.07965816878779025,0.08142697408513737
121,31,1000,1061.98,440837,0,0,16,1,0,1,65250,7250,7250,50750,2002,-1.8640330672756673,-0.49103585420724455,0.5024699416765513,0.030133651049747776,-0.9494777343593698,-0.1288867346136972,0.668751079447956,0.06250270862382509,-0.10959009403544105,0.5086448942818409,0.727258174492545,-0.3556190908689572,-0.6924722691440884,-0.46522402621804043,-0.28036092675432156,0.16806623263572612,-0.09143252929938456
473,58,2000,1131.4,458733,55700,0,12,4,0,0,63120,10520,10520,42080,1999,-2.143711626987996,-0.5995411558705295,-0.123889088033623,-0.7274255408945177,0.26720251284863944,-0.05290810783671206,-0.37445578971919014,0.4052372468696492,-0.6685463547703865,0.14041599040576452,0.2262636132477366,0.17025538570890547,0.05745135887392333,3.0749155601826617e-05,-0.21377190981613178,0.0056436675516812335,0.03863152120364259
97,26,1000,1252.08,465456,0,0,4,2,2,2,50400,10080,5040,35280,2000,-2.0529387611164513,0.2622068892839569,-0.09109681105302435,0.33664129061371206,-0.23662707780985864,-0.16114144052343193,0.06503280061972469,0.4523258368370732,-0.156265999464427,0.2882517823934742,0.10158593124842742,0.27009980993097926,0.36805758651575937,-0.24524311143437794,0.03042301879341637,0.43074694275971587,-0.19535009991133057
436,60,500,1362.31,446606,67600,-65300,16,1,0,2,82060,14920,7460,59680,2005,-2.1010238468213775,-0.32799735531090995,-0.6463028691709345,-0.09433297700707749,0.5049060822350282,0.13500243243860782,-0.1622652316174278,-0.24391267481054565,0.502706827381041,-0.47287629534220094,-0.04553667005627314,0.39030694508105157,0.07933933159800331,0.22312007356862018,-0.4427238261373572,-0.18183160959435873,-0.024577518745760973
330,50,1000,978.46,431121,0,0,19,1,0,0,49060,8920,8920,31220,1995,-2.1883620637139996,0.03449080108609865,0.5144429943224125,-0.19828744566097167,0.2721676668911087,-0.5967324554592219,0.035567850513528995,0.44449210716342186,0.044171384027359435,-0.03683425377415246,0.4752362322683227,-0.3363720218153493,0.15891716247413382,-0.12429781764374559,-0.08811475328297377,-0.015013897751534985,-0.37036052407169967
235,39,500,1046.58,434982,0,-31700,1,1,2,1,4950,450,900,3600,2010,-1.438136593889176,0.4657719259564182,-0.04194961835256183,0.12353089043936008,-0.3123028073057812,-0.16105875814653217,-0.061836658026614935,-0.7147706566117094,0.0851414624117666,0.2622239897524944,0.17011486891621017,-0.05683545536741955,-0.010030705468583326,-0.11179635961127941,-0.08008676659679173,0.11358666104947596,0.10285147728271563
17,39,1000,840.95,431202,32500,-80800,9,1,2,1,3440,430,430,2580,2002,-1.9386140165322894,0.5162894923679318,-0.10240705896521829,-0.02124579285452343,0.014788431401713997,-0.10508283578356001,-0.15166382222594846,0.12611119354102202,-0.3851749827460238,-0.17747412009713132,-0.13498537683209433,-0.423841921198837,-0.0060163554337463385,-0.6488263577413388,-0.40840486587776775,0.6306969359566255,-0.4881422082734619
370,55,2000,972.18,443920,72700,-68200,20,3,0,0,71520,17880,5960,47680,2000,-2.1638288567216892,0.09434988669826705,-0.06362847349257897,0.5230658527529253,-0.2815423756804945,-0.24580050670461143,0.4568678060900663,-0.05332092998293202,-0.22670793881984297,0.27977529381485106,0.47395517262412024,0.4068312678087501,0.5502899586385335,-0.11143229223394224,0.034027940184812144,-0.12017342711359469,-0.3289417795577261
229,37,2000,1212.12,446544,65600,0,14,3,1,1,68760,11460,5730,51570,1995,-2.1422396345684573,0.02193888245936519,0.6088199704053842,-0.07533969435601934,0.3544886675595809,-0.34760884391253877,-0.07006872892200451,0.4845913353571438,-0.5514674067081907,0.3925961247271833,0.5436110158832772,0.15062762496291202,0.008508342201503039,-0.7089075458610143,0.08843429867231747,-0.041477173479408214,-0.11766131982050776
344,51,1000,959.83,435809,0,-38700,18,3,2,2,75400,17400,11600,46400,2006,-2.20111933135,0.13387667690564775,0.6741707855817071,0.06661615006321059,0.3984157585802607,-0.541667809791377,0.19602757772283255,0.006794136475752674,-0.8845809900399151,0.34828579747509514,0.8081017021677805,-0.14835141891219564,-0.11685077163525501,-0.4061192639425283,0.12934586722044966,0.11545770838242331,-0.04628822658657594
212,40,1000,1524.45,452438,73200,0,17,3,0,2,82400,8240,8240,65920,2006,-2.1922873768327684,-0.08143655115924532,0.5489923035366935,0.31012358671842255,0.22629271967210904,-0.3686283147995965,0.24930543642594946,0.6780005554727141,-0.2737747136945371,0.16848130717794843,0.641162641380939,-0.02626055184201335,0.3555741228654776,0.02136091365896864,0.1084551982309272,-0.2490032420034763,0.11570663739696511
290,45,500,1085.03,476303,0,-61000,23,3,2,2,64800,12960,6480,45360,2014,-2.149108932526304,0.09636735554653705,0.3571000928370802,-0.2949537623766962,0.1212316949185395,-0.293452966399648,-0.05099493102804855,0.4649612048411988,-0.26521786199116193,0.3557423719201489,0.1609799065235007,0.1397815673223344,0.5164389181400955,-0.842652486076771,0.05950253031850856,0.10666560012494548,-0.37982074424056633
270,45,500,1187.53,615383,83200,-53300,23,3,0,0,54340,9880,0,44460,2005,-2.1216317406949177,0.22550321374560417,0.5565766127753311,-0.3693787556121434,0.5776242256852944,-0.37759975760060016,-0.38253915193337895,0.2851621042794132,-0.3179950808255864,-0.2139160567699775,-0.3075641385356248,-0.1528265494853354,-0.14978667666414425,-0.22390796634027543,0.695366507168377,-0.31289391792690024,-0.6072783363982192
337,53,500,1205.86,444583,0,-34600,8,1,0,1,86400,14400,7200,64800,2001,-2.1653008491412282,0.31445791185760474,-0.15826156921540968,0.5877867023006071,-0.07921726817955817,0.6060313813814376,0.23466998608994896,0.0031739180476191026,0.48005329286160864,-0.007290093687299928,-0.49615609701662455,-0.23577176428994331,-0.10033526263409193,0.4908921782651722,0.44271083469216765,0.6678150293214922,0.5222994366785195
126,28,500,1508.9,472814,0,0,3,4,0,1,67800,11300,11300,45200,2011,-2.232521836300156,-0.4330710274198798,-0.4253729803616972,-0.7107183386159522,-0.1578168414254554,0.047487456935702194,-0.09811976269714984,0.014846875117466409,-0.2882134181464534,0.1831470782063518,-0.04979097689347849,0.5854717785487579,0.5304604211515425,-0.2960980452015035,-0.004410379228181716,-0.6082405849522748,-0.009387508272357424
468,62,500,1011.92,468168,0,0,7,3,0,3,64350,7150,7150,50050,2009,-2.1422396345684573,0.3222493051178295,-0.13886211448874278,0.5652391143823148,-0.2866207160833507,0.024430285764516422,0.35053902916106944,-0.10367568720513151,-0.11339528138492953,0.4546374286811695,0.3124626136040723,0.2593151167122317,0.44720680615376557,0.1376361097532378,-0.1510860115637921,0.02773484580604062,0.12497677268037552
128,35,500,1366.6,620493,0,0,10,3,2,1,88220,16040,16040,56140,2008,-2.2487137529150805,-0.25297380372571954,-0.11816463480791352,-0.5427657032293753,0.4929925750421112,-0.09384666205725578,-0.2487320361223824,-0.2694703499736057,-0.49414151501055403,-0.18550945168915448,0.3195566729482266,0.056700373876196974,0.12990207684520516,0.35996824099468205,-0.008373941617974834,-0.3785655783720976,0.3482397707157512
219,43,1000,1483.25,465100,90700,-20800,3,3,1,1,70680,5890,11780,53010,2009,-2.089738571604916,-0.5599886997834946,-0.06313014466544101,-0.8286318785735661,0.3377812649626961,-0.09839404284849092,-0.3319424851096286,-0.11564178423550708,-0.43356823508807735,-0.21825717330371175,0.19783175416604723,0.20292478969526076,-0.010134657061496716,-0.3276540860751864,-0.227864976118259,-0.40259113128850305,0.1199214518772808
210,35,500,1433.24,476203,0,-19500,11,3,2,1,24570,2730,2730,19110,2006,-2.1760954602178444,-0.13030726018541752,0.5429181186736374,-0.20116434287370114,0.21700827353498187,-0.19384611321499556,0.033124518887742586,0.2678912187107939,-0.29167299109016487,0.5398589083995299,0.4518675661278641,0.2264950379849112,0.27192858074039056,-0.8758394878225174,0.04602415931200533,-0.5443837463771651,-0.08475426129988846
128,30,1000,1061.33,478575,43300,-66200,8,1,0,3,68530,12460,6230,49840,1997,-2.128501038652764,0.2574321420763855,0.12041258509746147,0.291395726760337,0.25948031097319485,0.5578595782735647,-0.2639777539542831,-0.49815480914825283,0.6899648107689549,-0.059264714854646294,-0.29207407222048115,0.5047913587626517,-0.29143488398186673,-0.2373059546411585,-0.41725862091559746,-0.32891419025084756,-0.13238557521350303
27,28,1000,1074.47,465201,0,0,4,1,2,0,3200,400,400,2400,2012,-1.8743370142124391,0.762439390542809,-0.24933065429111578,0.33229260992472087,-0.04103359304323879,0.5119229882173097,-0.3651617172376215,-0.42585531005070276,0.3777950200476339,-0.3379727676570653,-0.6046520806336387,0.20290905128221448,-0.20509016081372322,0.14647377847455437,-0.09696285526752103,-0.25801278054280663,0.17855951445531743
189,36,2000,1388.58,459122,0,-49400,17,3,1,3,79560,13260,13260,53040,2009,-2.2094606217273856,0.09546826816507348,0.5657883586792422,-0.0685900417501403,0.17987786163123712,0.07697069367209133,-0.09065180345888638,-0.1130306144280935,-0.6787664319958244,0.20105318971403102,-0.07676835380800144,-0.03270006194782357,-0.1897313998711183,-0.3649476444945948,0.15657730844723525,-0.15597358457875585,-0.12584658222335024
273,47,1000,1189.04,457843,59600,0,0,3,1,3,39800,7960,3980,27860,2014,-2.214367263125847,-0.23200307433877548,0.6042342749899156,-0.18266375646875255,0.08730866530745826,0.373770743510369,-0.04503545127168647,0.492155514198959,-0.07365648239693776,0.26258751421453996,-0.2924533075078838,-0.10148934604265333,0.06574270476731564,-0.4102123756546071,0.7170021768559127,-0.32331367943830025,0.44592937513715947
146,32,2000,1276.43,431278,0,0,12,1,0,3,59940,6660,6660,46620,1995,-2.0985705261221463,0.3833018597929143,0.017985399355640037,0.33680739155002504,0.05352233241045237,0.3340447087693768,0.09492499816875563,-0.3636349423900363,0.02711928373567308,-0.11603306266743442,-0.3856708463370499,-0.17153315142397688,-0.1845832586954203,0.2913166845350676,0.5473303596967911,0.6885817991541199,0.16953371943435191
